sample_index,sample_id,modality,rank,start_index,end_index,score,source_scale,words,wordpiece_start,wordpiece_end
463,XIGpuL-Kkyk$_$4,T,2,16,16,0.20031430942045697,peak,excellent,17,17
463,XIGpuL-Kkyk$_$4,T,3,19,20,0.10377657843930749,1,get there,20,21
464,XIGpuL-Kkyk$_$7,T,1,4,5,0.478286836971195,2,that the,5,6
464,XIGpuL-Kkyk$_$7,T,2,2,3,0.2277638916977689,3,the things,3,4
464,XIGpuL-Kkyk$_$7,T,3,0,0,0.1941368145772735,1,one,1,1
465,XaVYxIW0FDg$_$2,T,1,20,23,0.2330968233755525,3,who accept and obey,21,24
465,XaVYxIW0FDg$_$2,T,2,3,5,0.17388538421324948,3,prophecy in the,4,6
465,XaVYxIW0FDg$_$2,T,3,11,13,0.11782716982101693,1,one piece was,12,14
466,XyP8bVmGX6M$_$4,T,1,1,3,0.28896603423907274,3,thought leadership from,2,4
466,XyP8bVmGX6M$_$4,T,2,6,7,0.1681340296089378,2,will be,7,8
466,XyP8bVmGX6M$_$4,T,3,13,14,0.1430635432366904,1,said in,14,15
467,XzVapdEr_GY$_$3,T,1,23,30,0.4392058587507791,3,you bring a level of diversity to the,24,31
467,XzVapdEr_GY$_$3,T,2,24,25,0.12754196463865897,1,bring a,25,26
467,XzVapdEr_GY$_$3,T,3,30,32,0.09581809007050913,1,the class .,31,33
468,XzVapdEr_GY$_$4,T,1,24,30,0.3974898634667438,3,will be wonderful to have as part,25,31
468,XzVapdEr_GY$_$4,T,2,26,26,0.11754679897446728,peak,wonderful,27,27
468,XzVapdEr_GY$_$4,T,3,12,14,0.08268775358299965,2,and creativity as,13,15
469,Y7h-S3cJ52o$_$0,T,1,1,3,0.413613862219696,3,link is a,2,4
469,Y7h-S3cJ52o$_$0,T,2,6,6,0.12394436120811181,1,transit,7,7
469,Y7h-S3cJ52o$_$0,T,3,10,10,0.06836078703807073,1,.,11,11
470,Y7qkyMyanjU$_$2,T,1,1,3,0.34637768938561214,3,solve the problem,2,4
470,Y7qkyMyanjU$_$2,T,2,10,10,0.1059518799606167,1,modeling,11,11
470,Y7qkyMyanjU$_$2,T,3,9,9,0.0923201997949411,2,by,10,10
471,Y7qkyMyanjU$_$4,T,1,1,3,0.3534391216168453,3,order to add,2,4
471,Y7qkyMyanjU$_$4,T,2,10,11,0.2301820701889502,1,a combine,11,12
471,Y7qkyMyanjU$_$4,T,3,7,7,0.07884146642630266,1,',8,8
472,YbuG8xyUO-o$_$3,T,1,0,2,0.38248261653340804,3,our underwriters have,1,5
472,YbuG8xyUO-o$_$3,T,2,4,5,0.21797114537884615,1,final say,7,8
472,YbuG8xyUO-o$_$3,T,3,9,9,0.12734184868145335,2,application,12,12
473,YbuG8xyUO-o$_$2,T,1,8,10,0.31863905752761545,3,now with our,9,11
473,YbuG8xyUO-o$_$2,T,2,3,4,0.26047720927594364,1,out of,4,5
473,YbuG8xyUO-o$_$2,T,3,5,5,0.10441610813013802,3,processing,6,6
474,Z7L3V5bwzI0$_$2,T,1,8,14,0.4080672032585429,2,to get rid of the federal government,9,15
474,Z7L3V5bwzI0$_$2,T,2,12,12,0.07175123806374176,peak,the,13,13
474,Z7L3V5bwzI0$_$2,T,3,8,8,0.05877518690414446,1,to,9,9
475,ZaoFHcbRM9g$_$3,T,1,17,21,0.31943200260119914,3,"is a miracle , thank",18,22
475,ZaoFHcbRM9g$_$3,T,2,24,26,0.3019795578119406,2,is not a,25,27
475,ZaoFHcbRM9g$_$3,T,3,19,19,0.1391275828299124,1,miracle,20,20
476,ZaoFHcbRM9g$_$2,T,1,6,8,0.8267049560259698,2,a secret anymore,7,9
477,ZaoFHcbRM9g$_$5,T,1,9,12,0.41326126068753494,2,out your husband was,10,13
477,ZaoFHcbRM9g$_$5,T,2,0,1,0.13205884682242744,1,and you,1,2
477,ZaoFHcbRM9g$_$5,T,3,9,9,0.11001870011040189,1,out,10,10
478,ZaoFHcbRM9g$_$9,T,1,2,3,0.5444702731532545,1,less than,3,4
479,ZaoFHcbRM9g$_$8,T,1,1,2,0.49272441802153044,2,never thought,2,3
479,ZaoFHcbRM9g$_$8,T,2,0,0,0.20405210693755663,1,i,1,1
479,ZaoFHcbRM9g$_$8,T,3,3,3,0.1629253649716462,1,i,4,4
480,Zvisaa77Cng$_$1,T,1,10,14,0.5025232479050545,3,ethics has been a big,12,16
480,Zvisaa77Cng$_$1,T,2,14,15,0.18788542316005913,2,big issue,16,17
480,Zvisaa77Cng$_$1,T,3,10,10,0.07666326090115626,1,ethics,12,12
481,Zvisaa77Cng$_$5,T,1,2,3,0.2778080279588539,2,best ceos,3,5
481,Zvisaa77Cng$_$5,T,2,12,13,0.26411745561006617,1,need boards,14,15
482,_7HVhnSYX1Y$_$26,T,1,10,11,0.18201299212277167,2,your event,11,12
482,_7HVhnSYX1Y$_$26,T,2,1,2,0.17144855210435261,2,"everything ,",2,3
482,_7HVhnSYX1Y$_$26,T,3,6,6,0.06571433923711475,1,with,7,7
483,_7HVhnSYX1Y$_$12,T,1,1,3,0.28519353343240184,3,you ' re,2,4
483,_7HVhnSYX1Y$_$12,T,2,8,9,0.1922425343356018,1,", team",9,10
483,_7HVhnSYX1Y$_$12,T,3,6,6,0.07929104329371471,1,fashion,7,7
484,_7HVhnSYX1Y$_$14,T,1,1,2,0.3024044850525336,2,not overlook,2,3
484,_7HVhnSYX1Y$_$14,T,2,4,4,0.2141984617141735,1,advertising,5,5
484,_7HVhnSYX1Y$_$14,T,3,0,0,0.12488990734299946,1,do,1,1
485,_7HVhnSYX1Y$_$19,T,1,5,6,0.2545190823730514,2,elaborate stunt,6,7
485,_7HVhnSYX1Y$_$19,T,2,9,10,0.16086246446458646,3,news media,10,11
485,_7HVhnSYX1Y$_$19,T,3,11,11,0.10952579653069489,1,attention,12,12
486,_7HVhnSYX1Y$_$31,T,1,7,10,0.49445983954480865,3,better the experience and,8,11
486,_7HVhnSYX1Y$_$31,T,2,9,9,0.21079095978823484,1,experience,10,10
486,_7HVhnSYX1Y$_$31,T,3,3,4,0.2048259113554139,1,you are,4,5
487,_7HVhnSYX1Y$_$3,T,1,3,8,0.6915186886567354,3,synergies such as media partnerships with,4,11
487,_7HVhnSYX1Y$_$3,T,2,4,4,0.2298456596673316,1,such,7,7
487,_7HVhnSYX1Y$_$3,T,3,6,6,0.13722246038780714,1,media,9,9
488,_BvNNdEkhZA$_$14,T,1,5,8,0.506748226662703,3,thought it was a,6,9
488,_BvNNdEkhZA$_$14,T,2,6,6,0.17191346312326555,peak,it,7,7
488,_BvNNdEkhZA$_$14,T,3,10,10,0.1066376158712191,1,guitar,11,11
489,_BvNNdEkhZA$_$19,T,1,4,9,0.2540885119977758,3,to have all the information tomorrow,5,10
489,_BvNNdEkhZA$_$19,T,2,27,28,0.07929242074826366,2,we know,28,29
489,_BvNNdEkhZA$_$19,T,3,6,6,0.045907546796937516,peak,all,7,7
490,_BvNNdEkhZA$_$7,T,1,4,6,0.271086489408074,3,something similar with,5,7
490,_BvNNdEkhZA$_$7,T,2,13,15,0.19638844788552348,1,rocksmith with allowing,14,17
490,_BvNNdEkhZA$_$7,T,3,15,16,0.12457807389823314,2,allowing people,17,18
491,_BvNNdEkhZA$_$6,T,1,4,10,0.416100169933469,3,heard rumours in the past that the,5,11
491,_BvNNdEkhZA$_$6,T,2,5,5,0.10258596161717223,1,rumours,6,6
491,_BvNNdEkhZA$_$6,T,3,8,9,0.10171952744971366,1,past that,9,10
492,_BvNNdEkhZA$_$9,T,1,4,5,0.20742986819329584,2,drum kit,5,6
492,_BvNNdEkhZA$_$9,T,2,10,11,0.19944133667733455,1,and towards,11,12
492,_BvNNdEkhZA$_$9,T,3,14,14,0.13407886566783597,1,end,15,15
493,_aZDaIfGfPo$_$1,T,1,13,17,0.1356535425465289,2,"a range of benefits ,",14,18
493,_aZDaIfGfPo$_$1,T,2,25,29,0.1255961832503433,3,- of - pocket costs,27,31
493,_aZDaIfGfPo$_$1,T,3,20,23,0.10583834779932996,1,preventive services with no,21,25
494,_aZDaIfGfPo$_$0,T,1,11,13,0.21913764013991127,3,white house initiative,12,14
494,_aZDaIfGfPo$_$0,T,2,1,3,0.21267262851237723,3,", i '",2,4
494,_aZDaIfGfPo$_$0,T,3,15,16,0.18225506643986117,2,asian americans,16,17
495,_gr7o5ynhnw$_$13,T,1,23,27,0.38765200840661834,3,useful for reasoning about the,25,29
495,_gr7o5ynhnw$_$13,T,2,25,25,0.1469206917386827,peak,reasoning,27,27
495,_gr7o5ynhnw$_$13,T,3,11,13,0.14049964856637692,2,like for example,12,14
496,_gr7o5ynhnw$_$12,T,1,8,11,0.4072477296911582,3,timeless ideas and key,9,12
496,_gr7o5ynhnw$_$12,T,2,10,10,0.12906921310595332,1,and,11,11
496,_gr7o5ynhnw$_$12,T,3,8,8,0.10821342288000116,1,timeless,9,9
497,_gr7o5ynhnw$_$15,T,1,19,26,0.21920827883603172,2,up learning a lot of the greatest hits,20,27
497,_gr7o5ynhnw$_$15,T,2,14,16,0.08915626772537538,2,of fun because,15,17
497,_gr7o5ynhnw$_$15,T,3,19,20,0.05396425252679423,3,up learning,20,21
498,_gzYkdjNvPc$_$12,T,1,4,6,0.46428407693310797,3,that social media,5,7
498,_gzYkdjNvPc$_$12,T,2,1,1,0.24330617823589348,1,third,2,2
498,_gzYkdjNvPc$_$12,T,3,8,8,0.05517253082342491,1,diversity,9,9
499,_gzYkdjNvPc$_$17,T,1,12,14,0.31002284612058434,2,at least not,13,15
499,_gzYkdjNvPc$_$17,T,2,5,6,0.22846828783546225,1,just really,6,7
499,_gzYkdjNvPc$_$17,T,3,10,10,0.028066045074744042,1,utilize,11,11
500,_gzYkdjNvPc$_$1,T,1,13,18,0.49531491303642,2,filed bankruptcy twice within the period,14,19
500,_gzYkdjNvPc$_$1,T,2,14,14,0.1426328925102635,peak,bankruptcy,15,15
500,_gzYkdjNvPc$_$1,T,3,22,23,0.08444213680139823,1,bit over,23,24
501,_gzYkdjNvPc$_$3,T,1,8,10,0.35564298709790787,3,"wet seal ,",10,12
501,_gzYkdjNvPc$_$3,T,2,3,3,0.08408394593113229,1,pacific,4,4
501,_gzYkdjNvPc$_$3,T,3,2,2,0.08323019012615394,3,include,3,3
502,_gzYkdjNvPc$_$2,T,1,4,5,0.46165921197494825,2,of crazy,5,6
502,_gzYkdjNvPc$_$2,T,2,1,1,0.18292925253370218,1,',2,2
503,_gzYkdjNvPc$_$5,T,1,7,10,0.5014150112668923,2,specific or sort of,8,11
503,_gzYkdjNvPc$_$5,T,2,9,9,0.1450439080791302,peak,sort,10,10
503,_gzYkdjNvPc$_$5,T,3,12,12,0.07932918786315446,1,on,13,13
504,_gzYkdjNvPc$_$4,T,1,9,13,0.3798994295186561,3,of these brands you might,10,14
504,_gzYkdjNvPc$_$4,T,2,20,21,0.1428565758728832,2,a pattern,21,22
504,_gzYkdjNvPc$_$4,T,3,11,11,0.12341333573968857,1,brands,12,12
505,_gzYkdjNvPc$_$6,T,1,8,10,0.21288872619883692,2,big reasons why,9,11
505,_gzYkdjNvPc$_$6,T,2,2,3,0.13993349798901666,3,there ',3,4
505,_gzYkdjNvPc$_$6,T,3,10,11,0.13850756685279375,1,why these,11,12
506,_gzYkdjNvPc$_$9,T,1,3,5,0.3805713729601058,3,is that teen,4,6
506,_gzYkdjNvPc$_$9,T,2,12,13,0.23863289437477261,1,more segregated,13,14
507,a-WihYDk6vc$_$8,T,1,21,25,0.33829937693923473,2,any achievements that they have,22,26
507,a-WihYDk6vc$_$8,T,2,22,22,0.11673252904733425,peak,achievements,23,23
507,a-WihYDk6vc$_$8,T,3,29,30,0.07111303134882753,2,their work,30,31
508,a-WihYDk6vc$_$0,T,1,10,12,0.27940499710119837,2,in this birthday,11,13
508,a-WihYDk6vc$_$0,T,2,2,3,0.19221920689839062,1,have talked,3,4
508,a-WihYDk6vc$_$0,T,3,7,7,0.0721887650318259,1,and,8,8
509,aFhc2ddipoM$_$14,T,1,14,17,0.19532399470761752,3,"usa , get a",15,18
509,aFhc2ddipoM$_$14,T,2,29,31,0.15935600111450623,2,of entrepreneurship .,30,32
509,aFhc2ddipoM$_$14,T,3,5,6,0.08597416658838661,3,that experience,6,7
510,aK5tRCXjUvU$_$0,T,1,11,14,0.3892478226495806,3,you about this product,12,15
510,aK5tRCXjUvU$_$0,T,2,13,13,0.14521674219328295,peak,this,14,14
510,aK5tRCXjUvU$_$0,T,3,10,10,0.08329781113919105,1,to,11,11
511,b-FX9NOVQOM$_$1,T,1,2,5,0.22463401670153044,3,can ' t because,3,6
511,b-FX9NOVQOM$_$1,T,2,13,15,0.1459455184453134,3,system wants to,14,16
511,b-FX9NOVQOM$_$1,T,3,16,17,0.12042232982385778,1,divide and,17,18
512,b-FX9NOVQOM$_$4,T,1,8,12,0.2235671584175164,3,"' s not us ,",9,13
512,b-FX9NOVQOM$_$4,T,2,27,29,0.17008722611875324,3,- - no,28,30
512,b-FX9NOVQOM$_$4,T,3,14,16,0.12426910270282782,2,", us ,",15,17
513,b1LEcg6z66g$_$0,T,1,2,7,0.450880114816359,2,"too long , the greatest predictor",3,9
513,b1LEcg6z66g$_$0,T,2,3,3,0.09433711710858708,peak,long,4,4
513,b1LEcg6z66g$_$0,T,3,17,18,0.09150980918527593,3,been your,19,20
514,b1LEcg6z66g$_$4,T,1,0,5,0.38572082373027516,1,not only is it increasing to,1,6
514,b1LEcg6z66g$_$4,T,2,24,25,0.1116088944602067,3,that extra,27,28
514,b1LEcg6z66g$_$4,T,3,1,1,0.07456049254578255,peak,only,2,2
515,b1LEcg6z66g$_$8,T,1,2,6,0.39721428599167224,3,s simply not good enough,3,7
515,b1LEcg6z66g$_$8,T,2,4,4,0.13676603664393305,peak,not,5,5
515,b1LEcg6z66g$_$8,T,3,11,12,0.09177199747980178,1,should do,12,13
516,bAkUEnPoucg$_$3,T,1,28,32,0.6097003665386451,3,that which is great !,29,33
516,bAkUEnPoucg$_$3,T,2,31,31,0.24872277437476978,peak,great,32,32
516,bAkUEnPoucg$_$3,T,3,9,12,0.16739354407158852,2,have to invest too,10,13
517,bNQkb4K5DX0$_$3,T,1,7,11,0.3059419549292456,2,"10 hours , including scheduled",8,12
517,bNQkb4K5DX0$_$3,T,2,10,13,0.24673773703835913,1,"including scheduled breaks ,",11,14
517,bNQkb4K5DX0$_$3,T,3,22,24,0.2187592512506824,3,about 14 hours,23,25
518,bNQkb4K5DX0$_$7,T,1,2,7,0.38142667554979603,3,"provides the best study guides ,",3,8
518,bNQkb4K5DX0$_$7,T,2,18,19,0.12243118644737852,2,it out,19,20
518,bNQkb4K5DX0$_$7,T,3,4,4,0.08767467469102827,1,best,5,5
519,bWunvAd96zI$_$1,T,1,12,15,0.35604841670568754,3,", making their relationship",13,16
519,bWunvAd96zI$_$1,T,2,15,17,0.2626547953774783,2,relationship super awkward,16,18
519,bWunvAd96zI$_$1,T,3,13,13,0.1318297157852189,peak,making,14,14
520,bWunvAd96zI$_$2,T,1,21,26,0.4780660755614833,2,"twins , low ticket sales ,",24,29
520,bWunvAd96zI$_$2,T,2,23,23,0.10765154180266717,peak,low,26,26
520,bWunvAd96zI$_$2,T,3,7,8,0.06398607645886814,3,on theater,8,9
521,bWunvAd96zI$_$5,T,1,4,5,0.521454173801072,2,obstacles as,5,6
521,bWunvAd96zI$_$5,T,2,1,2,0.2914594760494383,3,other characters,2,3
522,bWunvAd96zI$_$4,T,1,11,14,0.3886923408664837,1,less consumed by her,12,15
522,bWunvAd96zI$_$4,T,2,12,12,0.1333944333382605,peak,consumed,13,13
522,bWunvAd96zI$_$4,T,3,1,1,0.06562026831800917,2,the,2,2
523,bj9e8w4vNxo$_$12,T,1,34,40,0.27206889986862903,2,' re probably going to be nervous,35,41
523,bj9e8w4vNxo$_$12,T,2,28,30,0.09051501695784936,2,' re nervous,29,31
523,bj9e8w4vNxo$_$12,T,3,19,21,0.06842204031298982,3,just a fact,20,22
524,bpvYdXVlgvc$_$1,T,1,5,7,0.40634391725645147,3,see the democrats,6,8
524,bpvYdXVlgvc$_$1,T,2,4,5,0.29766831071950284,2,to see,5,6
524,bpvYdXVlgvc$_$1,T,3,1,1,0.11012938891881899,2,we,2,2
525,bpvYdXVlgvc$_$3,T,1,13,17,0.5828737820375978,3,is donald trump ' s,14,18
525,bpvYdXVlgvc$_$3,T,2,15,15,0.1801731476283165,peak,trump,16,16
525,bpvYdXVlgvc$_$3,T,3,11,12,0.10697950126472108,1,but that,12,13
526,bpvYdXVlgvc$_$4,T,1,3,6,0.6493899064140805,3,direct violation of this,4,7
526,bpvYdXVlgvc$_$4,T,2,4,4,0.3096071663093336,1,violation,5,5
526,bpvYdXVlgvc$_$4,T,3,2,2,0.07795211819130435,1,in,3,3
527,bpvYdXVlgvc$_$6,T,1,17,20,0.29601281469027596,3,that donald trump is,18,21
527,bpvYdXVlgvc$_$6,T,2,12,13,0.11838745781582485,1,at all,13,14
527,bpvYdXVlgvc$_$6,T,3,19,19,0.11265228069701921,1,trump,20,20
528,c1a1y9ytHH0$_$0,T,1,8,12,0.3036593573775618,3,"method , and these exchanges",9,13
528,c1a1y9ytHH0$_$0,T,2,14,16,0.17689327545587294,2,"similar , as",15,17
528,c1a1y9ytHH0$_$0,T,3,11,11,0.08225742072118575,peak,these,12,12
529,c1a1y9ytHH0$_$3,T,1,5,9,0.533178051303961,3,the beads needs to occur,6,10
529,c1a1y9ytHH0$_$3,T,2,7,7,0.1930926037910427,peak,needs,8,8
529,c1a1y9ytHH0$_$3,T,3,1,2,0.05840122546675998,2,possible the,2,3
530,c1a1y9ytHH0$_$7,T,1,2,6,0.43751466626046004,3,’ s really important for,3,7
530,c1a1y9ytHH0$_$7,T,2,4,4,0.14850108277496843,peak,really,5,5
530,c1a1y9ytHH0$_$7,T,3,16,17,0.13214738564540768,1,anywhere on,17,18
531,c5cB7AfVgcE$_$12,T,1,20,23,0.16292643638230245,1,face what is going,21,24
531,c5cB7AfVgcE$_$12,T,2,27,29,0.14451488712186786,3,you feel comfortable,28,30
531,c5cB7AfVgcE$_$12,T,3,9,11,0.11899948839981239,3,"sitting , you",10,12
532,c5cB7AfVgcE$_$5,T,1,29,36,0.7059218171010924,3,"sitting , is not a great thing .",30,37
532,c5cB7AfVgcE$_$5,T,2,31,32,0.4368951976402382,1,is not,32,33
532,c5cB7AfVgcE$_$5,T,3,35,35,0.049096052842104956,1,thing,36,36
533,d8BR6hsvzoY$_$1,T,1,8,11,0.25534381843367127,3,' re looking for,9,12
533,d8BR6hsvzoY$_$1,T,2,0,1,0.1127513891148529,1,""" if",1,2
533,d8BR6hsvzoY$_$1,T,3,5,6,0.10876972661311077,3,the clothing,6,7
534,d8BR6hsvzoY$_$0,T,1,1,2,0.455092614253189,2,do you,2,3
535,d8BR6hsvzoY$_$2,T,1,5,9,0.6053575376680225,2,clothing in the changing room,6,10
535,d8BR6hsvzoY$_$2,T,2,8,8,0.18193285693601258,peak,changing,9,9
535,d8BR6hsvzoY$_$2,T,3,4,5,0.12630846002892443,1,the clothing,5,6
536,d8BR6hsvzoY$_$5,T,1,4,6,0.32650319515141624,3,have this in,5,7
536,d8BR6hsvzoY$_$5,T,2,2,3,0.257777324646202,2,do you,3,4
536,d8BR6hsvzoY$_$5,T,3,7,7,0.12836911537356868,1,a,8,8
537,d8BR6hsvzoY$_$6,T,1,1,3,0.5297888435675812,2,""" do you",2,4
537,d8BR6hsvzoY$_$6,T,2,4,4,0.13918474460462227,1,have,5,5
538,d8BR6hsvzoY$_$9,T,1,11,15,0.4486457077905458,3,", "" how much is",12,16
538,d8BR6hsvzoY$_$9,T,2,14,14,0.1456599120477406,peak,much,15,15
538,d8BR6hsvzoY$_$9,T,3,5,6,0.11025359300994327,2,one item,6,7
539,d8BR6hsvzoY$_$8,T,1,19,23,0.20578949690117496,2,", now you want to",20,24
539,d8BR6hsvzoY$_$8,T,2,12,14,0.13750536901315225,1,the right size,13,15
539,d8BR6hsvzoY$_$8,T,3,25,26,0.07325788703466012,3,how much,26,27
540,dBWvtPeHpWM$_$4,T,1,3,4,0.5228244770731758,2,are ok,4,5
540,dBWvtPeHpWM$_$4,T,2,2,2,0.22705137980632273,1,them,3,3
541,dEDbm2ubVRQ$_$0,T,1,6,8,0.6619515596349331,2,dealing with late,7,9
541,dEDbm2ubVRQ$_$0,T,2,0,0,0.033021244044721364,1,here,1,1
542,dEDbm2ubVRQ$_$3,T,1,0,3,0.19919575140196033,1,"heck , i '",1,4
542,dEDbm2ubVRQ$_$3,T,2,9,11,0.17221736163409698,2,the bane of,10,12
542,dEDbm2ubVRQ$_$3,T,3,13,15,0.1202333285561801,1,"businesses existence ,",14,16
543,dEDbm2ubVRQ$_$8,T,1,11,14,0.4767167902332854,2,originally secured your services,12,15
543,dEDbm2ubVRQ$_$8,T,2,13,13,0.19552476536369007,1,your,14,14
543,dEDbm2ubVRQ$_$8,T,3,7,8,0.14938057085443182,1,for the,8,9
544,dt641WxonBI$_$1,T,1,0,1,0.32421920085262534,2,i attended,1,2
544,dt641WxonBI$_$1,T,2,7,8,0.22032343656918674,1,currently actually,8,9
544,dt641WxonBI$_$1,T,3,4,5,0.16698799126176941,3,from 2009,5,6
545,dt641WxonBI$_$3,T,1,16,21,0.40644568403998027,3,to do a two - year,17,22
545,dt641WxonBI$_$3,T,2,20,22,0.22211862503514984,2,- year program,21,23
545,dt641WxonBI$_$3,T,3,3,4,0.13795054348090874,2,mostly for,4,5
546,eOiC1kb17P4$_$0,T,1,17,22,0.23859744244283895,2,italy ! but i want to,19,24
546,eOiC1kb17P4$_$0,T,2,6,7,0.06246464996493434,1,no i,8,9
546,eOiC1kb17P4$_$0,T,3,12,13,0.06232297141909757,2,toronto i,14,15
547,erNDEjQeox8$_$12,T,1,2,7,0.20043508781663052,3,people that you appreciate say something,3,8
547,erNDEjQeox8$_$12,T,2,34,37,0.12506585948903506,2,do it for some,35,38
547,erNDEjQeox8$_$12,T,3,7,8,0.06109009897597302,1,something like,8,9
548,ewBrNsyY82Q$_$4,T,1,11,14,0.19044777617080597,2,", i ' m",12,15
548,ewBrNsyY82Q$_$4,T,2,17,20,0.1768210938908863,2,culture within the united,18,21
548,ewBrNsyY82Q$_$4,T,3,23,26,0.14289373150901946,3,texas vs new york,24,27
549,fWOIAxzBQFY$_$12,T,1,7,11,0.2777074867191538,3,incoming connections requests receiving data,8,12
549,fWOIAxzBQFY$_$12,T,2,4,5,0.09787490918966549,1,like listening,5,6
549,fWOIAxzBQFY$_$12,T,3,9,9,0.07040416899268723,1,requests,10,10
550,fWOIAxzBQFY$_$5,T,1,1,3,0.34154253121183187,2,am a programmer,2,4
550,fWOIAxzBQFY$_$5,T,2,14,14,0.10182029864103784,1,trenches,15,15
550,fWOIAxzBQFY$_$5,T,3,9,9,0.0841908483052074,1,lot,10,10
551,fWOIAxzBQFY$_$7,T,1,1,3,0.21236422592550383,2,course you ',2,4
551,fWOIAxzBQFY$_$7,T,2,10,11,0.11043316572344515,3,p my,11,12
551,fWOIAxzBQFY$_$7,T,3,4,4,0.06042542243745904,1,ll,5,5
552,f_ZJ7L14oYQ$_$11,T,1,31,37,0.3054240942237446,1,i ' m going in to work,33,39
552,f_ZJ7L14oYQ$_$11,T,2,2,4,0.11497329215283209,2,could see i,3,5
552,f_ZJ7L14oYQ$_$11,T,3,26,27,0.05462312364715741,3,them with,27,28
553,f_ZJ7L14oYQ$_$27,T,1,16,21,0.5732909536523925,3,don ' t have to worry,17,22
553,f_ZJ7L14oYQ$_$27,T,2,19,19,0.14963154227343398,peak,have,20,20
553,f_ZJ7L14oYQ$_$27,T,3,4,6,0.11494967988200677,2,is that i,5,7
554,f_ZJ7L14oYQ$_$21,T,1,16,20,0.37072525473325313,3,just aren ' t comfortable,17,21
554,f_ZJ7L14oYQ$_$21,T,2,11,13,0.15708921645380897,1,forever to put,12,14
554,f_ZJ7L14oYQ$_$21,T,3,7,8,0.11023921644887559,2,stupid boots,8,9
555,f_ZJ7L14oYQ$_$17,T,1,10,14,0.541428730838685,2,throw them in the sink,11,15
555,f_ZJ7L14oYQ$_$17,T,2,13,13,0.1410185351282685,peak,the,14,14
555,f_ZJ7L14oYQ$_$17,T,3,17,18,0.07829498347431817,1,it off,19,20
556,f_ZJ7L14oYQ$_$9,T,1,4,11,0.5381046849943971,3,", you kind of take it , and",5,12
556,f_ZJ7L14oYQ$_$9,T,2,5,6,0.16196532333445887,1,you kind,6,7
556,f_ZJ7L14oYQ$_$9,T,3,10,10,0.09293572806359614,peak,",",11,11
557,f_ZJ7L14oYQ$_$8,T,1,16,19,0.485853943652469,2,keeps you from slipping,17,20
557,f_ZJ7L14oYQ$_$8,T,2,17,17,0.21142133556460918,peak,you,18,18
557,f_ZJ7L14oYQ$_$8,T,3,1,3,0.14011699542980532,3,think you can,2,4
558,ffrJ91swyq0$_$1,T,1,24,34,0.6914324757449495,3,sentiment analysis and all these wonderful terms that they really can,25,35
558,ffrJ91swyq0$_$1,T,2,29,29,0.21774776167185717,peak,wonderful,30,30
558,ffrJ91swyq0$_$1,T,3,32,32,0.02596972717437868,1,they,33,33
559,g8Cl74tS3oY$_$2,T,1,13,17,0.5302189628550464,3,threat of defunding the corporation,14,20
559,g8Cl74tS3oY$_$2,T,2,15,15,0.1657639314377559,peak,defunding,16,18
559,g8Cl74tS3oY$_$2,T,3,19,22,0.13787266528509817,2,public broadcasting has never,22,25
560,g8Cl74tS3oY$_$6,T,1,8,14,0.26446449900547064,3,"for you , your family , and",9,15
560,g8Cl74tS3oY$_$6,T,2,13,14,0.0733696275760368,2,", and",14,15
560,g8Cl74tS3oY$_$6,T,3,26,27,0.06963844389998827,3,and respect,33,34
561,gR4gM_WXesQ$_$10,T,1,14,16,0.25059751888327797,2,father discovers her,15,17
561,gR4gM_WXesQ$_$10,T,2,6,8,0.21984439046725596,2,"physical , but",7,9
561,gR4gM_WXesQ$_$10,T,3,18,18,0.06267963131378115,1,with,19,19
562,gR4gM_WXesQ$_$26,T,1,4,8,0.6606657628656334,3,and lack of femininity ;,5,11
562,gR4gM_WXesQ$_$26,T,2,5,5,0.23752101236889614,peak,lack,6,6
562,gR4gM_WXesQ$_$26,T,3,8,9,0.10110840884571988,1,; park,11,12
563,gR4gM_WXesQ$_$20,T,1,27,31,0.5420486578628635,3,"or comic relief , not",28,32
563,gR4gM_WXesQ$_$20,T,2,24,28,0.4818859219940545,2,viewed as weapons or comic,25,29
563,gR4gM_WXesQ$_$20,T,3,27,27,0.24125368306015887,peak,or,28,28
564,gR4gM_WXesQ$_$24,T,1,0,0,0.5172382074589841,1,there,1,1
564,gR4gM_WXesQ$_$24,T,2,3,5,0.15727964954726162,2,imperfect people trying,4,6
564,gR4gM_WXesQ$_$24,T,3,5,7,0.15645648279522906,3,trying to make,6,8
565,gR4gM_WXesQ$_$18,T,1,18,20,0.5192302794318563,3,lack of asian,22,24
565,gR4gM_WXesQ$_$18,T,2,24,26,0.07790747089981453,2,media as desirable,28,30
565,gR4gM_WXesQ$_$18,T,3,5,7,0.07002566160653323,3,"a way ,",9,11
566,gR4gM_WXesQ$_$3,T,1,9,12,0.229745157947785,3,no place to sit,10,13
566,gR4gM_WXesQ$_$3,T,2,17,19,0.16485256888483546,2,but park eventually,18,20
566,gR4gM_WXesQ$_$3,T,3,6,7,0.12328722509480858,1,", eleanor",7,8
567,gR4gM_WXesQ$_$4,T,1,13,17,0.4674018122376683,3,their love of music and,14,18
567,gR4gM_WXesQ$_$4,T,2,14,14,0.1316366664915659,peak,love,15,15
567,gR4gM_WXesQ$_$4,T,3,17,17,0.08853635068239418,1,and,18,18
568,gR4gM_WXesQ$_$8,T,1,17,21,0.44953158406759974,3,to his house every day,18,22
